product,year,region,technology,technology_classification,trl_current,expected_maturity,technology_lifetime,wacc
Clinker,2024,Rest of Asia,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2024,Rest of Asia,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2024,Rest of Asia,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2024,Russia,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2024,Russia,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2024,Russia,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2024,Russia,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2024,Russia,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2024,Russia,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2024,Russia,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2024,Russia,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2024,Russia,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Africa,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Africa,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Africa,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Africa,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Africa,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Africa,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Africa,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Africa,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Africa,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2025,China,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,China,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,China,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,China,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2025,China,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,China,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2025,China,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,China,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,China,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Europe,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Europe,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Europe,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Europe,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Europe,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Europe,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Europe,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Europe,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Europe,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2025,India,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,India,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,India,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,India,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2025,India,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,India,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2025,India,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,India,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,India,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Latin America,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Latin America,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Latin America,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Latin America,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Latin America,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Latin America,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Middle East,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Middle East,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Middle East,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Middle East,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Middle East,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Middle East,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2025,North America,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,North America,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,North America,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,North America,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2025,North America,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln coal + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln coal + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln coal + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln coal + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,North America,Dry kiln coal + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln natural gas,initial,9.0,2020.0,25.0,0.08
Clinker,2025,North America,Dry kiln natural gas + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln natural gas + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln natural gas + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln natural gas + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln natural gas + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,North America,Dry kiln natural gas + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,North America,Dry kiln reference plant,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Oceania,Dry kiln alternative fuels + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Oceania,Dry kiln alternative fuels + direct separation + usage,end-state,7.0,2025.0,10.0,0.08
Clinker,2025,Oceania,Dry kiln alternative fuels + oxyfuel + storage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Oceania,Dry kiln alternative fuels + oxyfuel + usage,end-state,6.0,2025.0,10.0,0.08
Clinker,2025,Oceania,Dry kiln alternative fuels + post combustion + storage,end-state,9.0,2020.0,10.0,0.08
Clinker,2025,Oceania,Dry kiln alternative fuels + post combustion + usage,end-state,9.0,2025.0,10.0,0.08
Clinker,2025,Oceania,Dry kiln alternative fuels 43%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Oceania,Dry kiln alternative fuels 90%,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Oceania,Dry kiln coal,initial,9.0,2020.0,25.0,0.08
Clinker,2025,Oceania,Dry kiln coal + direct separation + storage,end-state,7.0,2025.0,10.0,0.08
