product,year,region,name,unit,technology_destination,electrolyser_capacity_factor
Urea,2023,North America,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Russia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Russia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Russia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Europe,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Europe,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Europe,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,India,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,India,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,India,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Middle East,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Middle East,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Middle East,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Africa,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Africa,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Africa,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Latin America,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Latin America,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Latin America,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Oceania,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Oceania,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Oceania,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Brazil,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Brazil,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Brazil,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Namibia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Namibia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Namibia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,Australia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonium nitrate,2023,Australia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Urea,2023,Australia,Electrolyser capacity factor,%,Electrolyser + Coal Gasification + ammonia synthesis,0.95
Ammonia,2023,China,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,China,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,China,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,North America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,North America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,North America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Russia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Russia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Russia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Europe,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Europe,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Europe,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,India,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,India,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,India,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Middle East,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Middle East,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Middle East,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Africa,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Africa,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Africa,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Latin America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Latin America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Latin America,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Oceania,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Oceania,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Oceania,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Brazil,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Brazil,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Brazil,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Namibia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Namibia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Namibia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,Australia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Australia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Urea,2023,Australia,Electrolyser capacity factor,%,Electrolyser - grid PPA + ammonia synthesis,0.95
Ammonia,2023,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Brazil,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Saudi Arabia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Namibia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2023,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonium nitrate,2023,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Urea,2023,Australia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + grid PPA + ammonia synthesis,0.95
Ammonia,2024,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.48
Ammonium nitrate,2024,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.48
Urea,2024,China,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.48
Ammonia,2024,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.45
Ammonium nitrate,2024,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.45
Urea,2024,Rest of Asia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.45
Ammonia,2024,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.42
Ammonium nitrate,2024,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.42
Urea,2024,North America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.42
Ammonia,2024,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonium nitrate,2024,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Urea,2024,Russia,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonia,2024,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonium nitrate,2024,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Urea,2024,Europe,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.46
Ammonia,2024,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.43000000000000005
Ammonium nitrate,2024,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.43000000000000005
Urea,2024,India,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.43000000000000005
Ammonia,2024,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.38
Ammonium nitrate,2024,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.38
Urea,2024,Middle East,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.38
Ammonia,2024,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.49
Ammonium nitrate,2024,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.49
Urea,2024,Africa,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.49
Ammonia,2024,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.39
Ammonium nitrate,2024,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.39
Urea,2024,Latin America,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.39
Ammonia,2024,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.44
Ammonium nitrate,2024,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.44
Urea,2024,Oceania,Electrolyser capacity factor,%,Electrolyser - dedicated VRES + H2 storage - geological + ammonia synthesis,0.44
